instance_sn,cluster,workload_type
instance_11967,1,Training
instance_11968,33,Unknown
instance_11972,5,Unknown
instance_11973,0,Preprocessing
instance_11974,13,Unknown
instance_11975,3,Inference
instance_11976,3,Inference
instance_11977,3,Inference
instance_11978,17,Unknown
instance_11979,13,Unknown
instance_11980,13,Unknown
instance_11981,34,Unknown
instance_11982,34,Unknown
instance_11983,34,Unknown
instance_11984,7,Unknown
instance_11985,13,Unknown
instance_11986,13,Unknown
instance_11988,13,Unknown
instance_11991,0,Preprocessing
instance_11993,13,Unknown
instance_11994,8,Unknown
instance_11996,13,Unknown
instance_11997,5,Unknown
instance_11998,0,Preprocessing
instance_11999,4,Deployment
instance_12000,7,Unknown
instance_12001,0,Preprocessing
instance_12002,7,Unknown
instance_12003,23,Unknown
instance_12005,1,Training
instance_12006,1,Training
instance_12010,36,Unknown
instance_12011,3,Inference
instance_12014,13,Unknown
instance_12015,13,Unknown
instance_12016,13,Unknown
instance_12017,17,Unknown
instance_12018,17,Unknown
instance_12020,13,Unknown
instance_12021,13,Unknown
instance_12022,8,Unknown
instance_12023,13,Unknown
instance_12025,8,Unknown
instance_12026,8,Unknown
instance_12027,8,Unknown
instance_12028,8,Unknown
instance_12029,8,Unknown
instance_12030,8,Unknown
instance_12031,8,Unknown
instance_12032,13,Unknown
instance_12033,0,Preprocessing
instance_12034,12,Unknown
instance_12035,13,Unknown
instance_12036,13,Unknown
instance_12037,13,Unknown
instance_12038,13,Unknown
instance_12039,13,Unknown
instance_12040,36,Unknown
instance_12041,1,Training
instance_12042,0,Preprocessing
instance_12043,8,Unknown
instance_12044,8,Unknown
instance_12045,8,Unknown
instance_12046,-1,Noise
instance_12047,8,Unknown
instance_12048,8,Unknown
instance_12049,13,Unknown
instance_12050,13,Unknown
instance_12051,8,Unknown
instance_12052,8,Unknown
instance_12053,4,Deployment
instance_12054,8,Unknown
instance_12055,7,Unknown
instance_12056,34,Unknown
instance_12057,34,Unknown
instance_12058,8,Unknown
instance_12059,7,Unknown
instance_12060,8,Unknown
instance_12062,2,Tuning
instance_12063,7,Unknown
instance_12064,7,Unknown
instance_12067,13,Unknown
instance_12068,13,Unknown
instance_12069,13,Unknown
instance_12070,13,Unknown
instance_12071,9,Unknown
instance_12073,7,Unknown
instance_12074,-1,Noise
instance_12075,1,Training
instance_12077,8,Unknown
instance_12079,8,Unknown
instance_12080,13,Unknown
instance_12081,8,Unknown
instance_12082,8,Unknown
instance_12083,8,Unknown
instance_12084,8,Unknown
instance_12085,8,Unknown
instance_12086,8,Unknown
instance_12087,8,Unknown
instance_12088,8,Unknown
instance_12090,8,Unknown
instance_12091,2,Tuning
instance_12092,15,Unknown
instance_12093,8,Unknown
instance_12094,13,Unknown
instance_12095,13,Unknown
instance_12096,13,Unknown
instance_12097,13,Unknown
instance_12098,13,Unknown
instance_12099,13,Unknown
instance_12100,-1,Noise
instance_12101,13,Unknown
instance_12102,13,Unknown
instance_12103,8,Unknown
instance_12104,5,Unknown
instance_12105,5,Unknown
instance_12107,8,Unknown
instance_12108,8,Unknown
instance_12109,8,Unknown
instance_12110,8,Unknown
instance_12111,8,Unknown
instance_12112,7,Unknown
instance_12113,8,Unknown
instance_12114,8,Unknown
instance_12115,8,Unknown
instance_12116,4,Deployment
instance_12117,8,Unknown
instance_12118,7,Unknown
instance_12119,7,Unknown
instance_12120,29,Unknown
instance_12121,5,Unknown
instance_12122,5,Unknown
instance_12123,0,Preprocessing
instance_12124,1,Training
instance_12125,17,Unknown
instance_12126,-1,Noise
instance_12127,13,Unknown
instance_12128,12,Unknown
instance_12129,29,Unknown
instance_12130,10,Unknown
instance_12132,17,Unknown
instance_12133,18,Unknown
instance_12134,4,Deployment
instance_12135,0,Preprocessing
instance_12136,12,Unknown
instance_12137,1,Training
instance_12138,13,Unknown
instance_12139,13,Unknown
instance_12140,13,Unknown
instance_12141,13,Unknown
instance_12143,7,Unknown
instance_12144,8,Unknown
instance_12145,8,Unknown
instance_12146,13,Unknown
instance_12147,13,Unknown
instance_12148,13,Unknown
instance_12149,8,Unknown
instance_12150,8,Unknown
instance_12151,8,Unknown
instance_12152,8,Unknown
instance_12153,8,Unknown
instance_12155,13,Unknown
instance_12156,8,Unknown
instance_12158,8,Unknown
instance_12159,8,Unknown
instance_12160,8,Unknown
instance_12161,8,Unknown
instance_12162,17,Unknown
instance_12163,7,Unknown
instance_12164,5,Unknown
instance_12167,-1,Noise
instance_12168,4,Deployment
instance_12169,7,Unknown
instance_12170,17,Unknown
instance_12171,8,Unknown
instance_12172,13,Unknown
instance_12173,13,Unknown
instance_12174,13,Unknown
instance_12175,13,Unknown
instance_12176,13,Unknown
instance_12177,7,Unknown
instance_12178,13,Unknown
instance_12179,13,Unknown
instance_12180,7,Unknown
instance_12181,8,Unknown
instance_12182,0,Preprocessing
instance_12183,8,Unknown
instance_12184,8,Unknown
instance_12185,8,Unknown
instance_12187,18,Unknown
instance_12188,12,Unknown
instance_12189,8,Unknown
instance_12191,8,Unknown
instance_12192,37,Unknown
instance_12193,8,Unknown
instance_12194,7,Unknown
instance_12195,13,Unknown
instance_12196,13,Unknown
instance_12197,13,Unknown
instance_12198,8,Unknown
instance_12199,13,Unknown
instance_12200,13,Unknown
instance_12201,4,Deployment
instance_12204,8,Unknown
instance_12209,7,Unknown
instance_12210,-1,Noise
instance_12211,8,Unknown
instance_12212,8,Unknown
instance_12213,8,Unknown
instance_12214,8,Unknown
instance_12215,3,Inference
instance_12217,7,Unknown
instance_12218,7,Unknown
instance_12219,7,Unknown
instance_12220,12,Unknown
instance_12221,13,Unknown
instance_12222,13,Unknown
instance_12223,13,Unknown
instance_12224,13,Unknown
instance_12226,7,Unknown
instance_12227,4,Deployment
instance_12228,13,Unknown
instance_12229,13,Unknown
instance_12230,13,Unknown
instance_12231,13,Unknown
instance_12232,8,Unknown
instance_12233,8,Unknown
instance_12234,8,Unknown
instance_12236,8,Unknown
instance_12237,4,Deployment
instance_12238,13,Unknown
instance_12239,13,Unknown
instance_12240,13,Unknown
instance_12241,13,Unknown
instance_12242,13,Unknown
instance_12243,12,Unknown
instance_12244,13,Unknown
instance_12245,8,Unknown
instance_12246,7,Unknown
instance_12247,7,Unknown
instance_12248,8,Unknown
instance_12249,0,Preprocessing
instance_12250,0,Preprocessing
instance_12251,0,Preprocessing
instance_12252,0,Preprocessing
instance_12253,0,Preprocessing
instance_12254,0,Preprocessing
instance_12255,0,Preprocessing
instance_12256,0,Preprocessing
instance_12257,0,Preprocessing
instance_12258,0,Preprocessing
instance_12260,8,Unknown
instance_12261,0,Preprocessing
instance_12262,0,Preprocessing
instance_12263,0,Preprocessing
instance_12264,1,Training
instance_12266,7,Unknown
instance_12267,0,Preprocessing
instance_12268,0,Preprocessing
instance_12269,0,Preprocessing
instance_12270,0,Preprocessing
instance_12271,23,Unknown
instance_12273,23,Unknown
instance_12274,23,Unknown
instance_12275,23,Unknown
instance_12276,12,Unknown
instance_12277,12,Unknown
instance_12278,12,Unknown
instance_12279,12,Unknown
instance_12281,12,Unknown
instance_12282,12,Unknown
instance_12283,12,Unknown
instance_12284,12,Unknown
instance_12285,12,Unknown
instance_12286,12,Unknown
instance_12287,8,Unknown
instance_12288,8,Unknown
instance_12289,8,Unknown
instance_12290,8,Unknown
instance_12292,8,Unknown
instance_12294,8,Unknown
instance_12295,8,Unknown
instance_12296,8,Unknown
instance_12297,8,Unknown
instance_12299,6,Unknown
instance_12300,7,Unknown
instance_12301,7,Unknown
instance_12302,7,Unknown
instance_12303,7,Unknown
instance_12304,8,Unknown
instance_12305,8,Unknown
instance_12306,1,Training
instance_12308,7,Unknown
instance_12309,8,Unknown
instance_12310,23,Unknown
instance_12311,7,Unknown
instance_12312,7,Unknown
instance_12313,7,Unknown
instance_12315,13,Unknown
instance_12317,5,Unknown
instance_12320,0,Preprocessing
instance_12321,0,Preprocessing
instance_12322,12,Unknown
instance_12323,12,Unknown
instance_12324,0,Preprocessing
instance_12325,0,Preprocessing
instance_12326,0,Preprocessing
instance_12327,0,Preprocessing
instance_12328,12,Unknown
instance_12329,0,Preprocessing
instance_12330,0,Preprocessing
instance_12332,3,Inference
instance_12333,13,Unknown
instance_12334,12,Unknown
instance_12335,13,Unknown
instance_12336,13,Unknown
instance_12337,8,Unknown
instance_12338,12,Unknown
instance_12339,12,Unknown
instance_12340,12,Unknown
instance_12341,23,Unknown
instance_12342,12,Unknown
instance_12343,0,Preprocessing
instance_12344,0,Preprocessing
instance_12345,17,Unknown
instance_12346,12,Unknown
instance_12347,0,Preprocessing
instance_12348,1,Training
instance_12349,4,Deployment
instance_12350,8,Unknown
instance_12351,8,Unknown
instance_12352,8,Unknown
instance_12353,8,Unknown
instance_12354,8,Unknown
instance_12355,8,Unknown
instance_12358,8,Unknown
instance_12359,8,Unknown
instance_12360,8,Unknown
instance_12361,8,Unknown
instance_12362,8,Unknown
instance_12363,8,Unknown
instance_12364,8,Unknown
instance_12365,8,Unknown
instance_12366,8,Unknown
instance_12367,8,Unknown
instance_12368,8,Unknown
instance_12370,18,Unknown
instance_12372,12,Unknown
instance_12373,8,Unknown
instance_12374,0,Preprocessing
instance_12375,0,Preprocessing
instance_12376,5,Unknown
instance_12377,1,Training
instance_12379,7,Unknown
instance_12380,0,Preprocessing
instance_12381,12,Unknown
instance_12382,12,Unknown
instance_12383,12,Unknown
instance_12384,12,Unknown
instance_12385,12,Unknown
instance_12386,0,Preprocessing
instance_12388,0,Preprocessing
instance_12389,1,Training
instance_12390,13,Unknown
instance_12391,13,Unknown
instance_12392,13,Unknown
instance_12393,3,Inference
instance_12394,12,Unknown
instance_12395,12,Unknown
instance_12396,-1,Noise
instance_12397,8,Unknown
instance_12398,8,Unknown
instance_12399,8,Unknown
instance_12400,8,Unknown
instance_12401,8,Unknown
instance_12403,8,Unknown
instance_12405,4,Deployment
instance_12406,7,Unknown
instance_12407,7,Unknown
instance_12408,7,Unknown
instance_12409,23,Unknown
instance_12410,34,Unknown
instance_12411,7,Unknown
instance_12412,7,Unknown
instance_12413,7,Unknown
instance_12414,7,Unknown
instance_12417,23,Unknown
instance_12418,23,Unknown
instance_12422,7,Unknown
instance_12423,7,Unknown
instance_12424,7,Unknown
instance_12425,7,Unknown
instance_12426,0,Preprocessing
instance_12428,8,Unknown
instance_12429,8,Unknown
instance_12430,2,Tuning
instance_12431,8,Unknown
instance_12432,0,Preprocessing
instance_12433,13,Unknown
instance_12435,15,Unknown
instance_12436,12,Unknown
instance_12437,12,Unknown
instance_12438,3,Inference
instance_12439,0,Preprocessing
instance_12441,0,Preprocessing
instance_12442,-1,Noise
instance_12443,12,Unknown
instance_12444,13,Unknown
instance_12445,0,Preprocessing
instance_12446,12,Unknown
instance_12448,13,Unknown
instance_12451,12,Unknown
instance_12452,8,Unknown
instance_12453,8,Unknown
instance_12455,8,Unknown
instance_12456,8,Unknown
instance_12457,8,Unknown
instance_12459,8,Unknown
instance_12460,8,Unknown
instance_12462,23,Unknown
instance_12464,7,Unknown
instance_12466,7,Unknown
instance_12467,7,Unknown
instance_12468,8,Unknown
instance_12469,8,Unknown
instance_12473,0,Preprocessing
instance_12474,1,Training
instance_12475,12,Unknown
instance_12476,13,Unknown
instance_12479,12,Unknown
instance_12481,12,Unknown
instance_12482,12,Unknown
instance_12483,12,Unknown
instance_12484,3,Inference
instance_12485,13,Unknown
instance_12486,13,Unknown
instance_12490,8,Unknown
instance_12491,8,Unknown
instance_12494,8,Unknown
instance_12495,8,Unknown
instance_12496,7,Unknown
instance_12497,7,Unknown
instance_12498,34,Unknown
instance_12499,7,Unknown
instance_12500,8,Unknown
instance_12502,8,Unknown
instance_12503,1,Training
instance_12504,8,Unknown
instance_12505,8,Unknown
instance_12506,7,Unknown
instance_12507,12,Unknown
instance_12508,13,Unknown
instance_12509,7,Unknown
instance_12510,0,Preprocessing
instance_12511,12,Unknown
instance_12512,0,Preprocessing
instance_12513,1,Training
instance_12514,4,Deployment
instance_12515,8,Unknown
instance_12516,7,Unknown
instance_12517,7,Unknown
instance_12519,5,Unknown
instance_12520,5,Unknown
instance_12521,12,Unknown
instance_12522,12,Unknown
instance_12523,3,Inference
instance_12524,12,Unknown
instance_12525,12,Unknown
instance_12526,12,Unknown
instance_12527,12,Unknown
instance_12528,13,Unknown
instance_12529,13,Unknown
instance_12530,13,Unknown
instance_12531,13,Unknown
instance_12532,0,Preprocessing
instance_12533,13,Unknown
instance_12534,1,Training
instance_12535,5,Unknown
instance_12536,5,Unknown
instance_12537,8,Unknown
instance_12538,8,Unknown
instance_12539,4,Deployment
instance_12540,8,Unknown
instance_12541,12,Unknown
instance_12542,26,Unknown
instance_12543,8,Unknown
instance_12544,8,Unknown
instance_12545,8,Unknown
instance_12546,7,Unknown
instance_12547,8,Unknown
instance_12548,8,Unknown
instance_12549,7,Unknown
instance_12550,12,Unknown
instance_12551,8,Unknown
instance_12552,8,Unknown
instance_12554,7,Unknown
instance_12556,13,Unknown
instance_12557,-1,Noise
instance_12559,4,Deployment
instance_12560,7,Unknown
instance_12561,7,Unknown
instance_12562,7,Unknown
instance_12563,7,Unknown
instance_12565,12,Unknown
instance_12566,12,Unknown
instance_12567,12,Unknown
instance_12568,12,Unknown
instance_12569,12,Unknown
instance_12570,3,Inference
instance_12571,12,Unknown
instance_12572,3,Inference
instance_12573,26,Unknown
instance_12574,13,Unknown
instance_12575,13,Unknown
instance_12577,12,Unknown
instance_12578,8,Unknown
instance_12580,13,Unknown
instance_12584,13,Unknown
instance_12585,8,Unknown
instance_12587,8,Unknown
instance_12588,0,Preprocessing
instance_12589,8,Unknown
instance_12590,1,Training
instance_12591,8,Unknown
instance_12594,8,Unknown
instance_12595,1,Training
instance_12597,8,Unknown
instance_12598,8,Unknown
instance_12600,15,Unknown
instance_12601,8,Unknown
instance_12602,8,Unknown
instance_12603,0,Preprocessing
instance_12604,18,Unknown
instance_12605,7,Unknown
instance_12606,7,Unknown
instance_12608,0,Preprocessing
instance_12609,5,Unknown
instance_12610,8,Unknown
instance_12612,8,Unknown
instance_12613,5,Unknown
instance_12614,1,Training
instance_12615,17,Unknown
instance_12616,4,Deployment
instance_12618,12,Unknown
instance_12619,12,Unknown
instance_12620,12,Unknown
instance_12624,3,Inference
instance_12625,13,Unknown
instance_12626,13,Unknown
instance_12627,16,Unknown
instance_12628,26,Unknown
instance_12629,13,Unknown
instance_12630,3,Inference
instance_12631,1,Training
instance_12632,8,Unknown
instance_12633,8,Unknown
instance_12634,0,Preprocessing
instance_12635,7,Unknown
instance_12636,8,Unknown
instance_12637,8,Unknown
instance_12638,8,Unknown
instance_12639,8,Unknown
instance_12640,8,Unknown
instance_12641,8,Unknown
instance_12642,13,Unknown
instance_12644,36,Unknown
instance_12645,8,Unknown
instance_12646,5,Unknown
instance_12647,5,Unknown
instance_12648,8,Unknown
instance_12649,13,Unknown
instance_12651,8,Unknown
instance_12653,1,Training
instance_12654,8,Unknown
instance_12655,-1,Noise
instance_12656,8,Unknown
instance_12657,8,Unknown
instance_12658,12,Unknown
instance_12659,13,Unknown
instance_12661,12,Unknown
instance_12662,1,Training
instance_12663,0,Preprocessing
instance_12664,5,Unknown
instance_12665,4,Deployment
instance_12666,12,Unknown
