instance_sn,cluster,workload_type
instance_15430,7,Unknown
instance_15431,7,Unknown
instance_15432,7,Unknown
instance_15433,7,Unknown
instance_15434,7,Unknown
instance_15435,7,Unknown
instance_15436,7,Unknown
instance_15437,7,Unknown
instance_15438,7,Unknown
instance_15439,7,Unknown
instance_15440,7,Unknown
instance_15441,7,Unknown
instance_15442,7,Unknown
instance_15443,7,Unknown
instance_15444,7,Unknown
instance_15445,7,Unknown
instance_15446,7,Unknown
instance_15447,0,Preprocessing
instance_15449,7,Unknown
instance_15450,7,Unknown
instance_15451,0,Preprocessing
instance_15452,7,Unknown
instance_15453,7,Unknown
instance_15454,7,Unknown
instance_15455,7,Unknown
instance_15456,7,Unknown
instance_15457,7,Unknown
instance_15458,7,Unknown
instance_15459,0,Preprocessing
instance_15460,0,Preprocessing
instance_15461,0,Preprocessing
instance_15462,0,Preprocessing
instance_15463,0,Preprocessing
instance_15464,0,Preprocessing
instance_15465,0,Preprocessing
instance_15466,0,Preprocessing
instance_15467,0,Preprocessing
instance_15468,0,Preprocessing
instance_15469,0,Preprocessing
instance_15470,0,Preprocessing
instance_15471,0,Preprocessing
instance_15472,0,Preprocessing
instance_15473,0,Preprocessing
instance_15474,0,Preprocessing
instance_15475,0,Preprocessing
instance_15476,0,Preprocessing
instance_15477,0,Preprocessing
instance_15478,0,Preprocessing
instance_15479,0,Preprocessing
instance_15480,0,Preprocessing
instance_15481,0,Preprocessing
instance_15482,0,Preprocessing
instance_15483,0,Preprocessing
instance_15484,7,Unknown
instance_15485,0,Preprocessing
instance_15486,0,Preprocessing
instance_15487,0,Preprocessing
instance_15488,0,Preprocessing
instance_15489,0,Preprocessing
instance_15490,0,Preprocessing
instance_15491,0,Preprocessing
instance_15492,0,Preprocessing
instance_15493,0,Preprocessing
instance_15494,0,Preprocessing
instance_15495,0,Preprocessing
instance_15496,0,Preprocessing
instance_15497,0,Preprocessing
instance_15498,0,Preprocessing
instance_15499,0,Preprocessing
instance_15500,0,Preprocessing
instance_15501,0,Preprocessing
instance_15502,0,Preprocessing
instance_15503,0,Preprocessing
instance_15504,0,Preprocessing
instance_15505,0,Preprocessing
instance_15506,0,Preprocessing
instance_15507,0,Preprocessing
instance_15508,0,Preprocessing
instance_15509,0,Preprocessing
instance_15510,0,Preprocessing
instance_15511,0,Preprocessing
instance_15512,0,Preprocessing
instance_15513,0,Preprocessing
instance_15514,0,Preprocessing
instance_15515,0,Preprocessing
instance_15516,0,Preprocessing
instance_15517,0,Preprocessing
instance_15518,0,Preprocessing
instance_15519,0,Preprocessing
instance_15520,0,Preprocessing
instance_15521,0,Preprocessing
instance_15522,0,Preprocessing
instance_15523,0,Preprocessing
instance_15524,0,Preprocessing
instance_15525,0,Preprocessing
instance_15526,0,Preprocessing
instance_15527,0,Preprocessing
instance_15528,0,Preprocessing
instance_15529,0,Preprocessing
instance_15530,0,Preprocessing
instance_15531,0,Preprocessing
instance_15532,0,Preprocessing
instance_15533,0,Preprocessing
instance_15534,0,Preprocessing
instance_15535,0,Preprocessing
instance_15536,0,Preprocessing
instance_15537,0,Preprocessing
instance_15538,0,Preprocessing
instance_15539,0,Preprocessing
instance_15540,0,Preprocessing
instance_15541,0,Preprocessing
instance_15542,0,Preprocessing
instance_15543,0,Preprocessing
instance_15544,0,Preprocessing
instance_15545,0,Preprocessing
instance_15546,0,Preprocessing
instance_15547,0,Preprocessing
instance_15548,0,Preprocessing
instance_15549,0,Preprocessing
instance_15550,0,Preprocessing
instance_15551,0,Preprocessing
instance_15552,0,Preprocessing
instance_15553,0,Preprocessing
instance_15554,0,Preprocessing
instance_15555,0,Preprocessing
instance_15556,0,Preprocessing
instance_15557,0,Preprocessing
instance_15558,0,Preprocessing
instance_15559,0,Preprocessing
instance_15560,0,Preprocessing
instance_15561,0,Preprocessing
instance_15562,0,Preprocessing
instance_15563,0,Preprocessing
instance_15564,0,Preprocessing
instance_15565,0,Preprocessing
instance_15566,0,Preprocessing
instance_15567,0,Preprocessing
instance_15568,0,Preprocessing
instance_15569,0,Preprocessing
instance_15570,0,Preprocessing
instance_15571,0,Preprocessing
instance_15572,0,Preprocessing
instance_15573,0,Preprocessing
instance_15574,0,Preprocessing
instance_15575,0,Preprocessing
instance_15576,0,Preprocessing
instance_15577,0,Preprocessing
instance_15578,0,Preprocessing
instance_15579,0,Preprocessing
instance_15580,0,Preprocessing
instance_15581,0,Preprocessing
instance_15582,0,Preprocessing
instance_15583,0,Preprocessing
instance_15584,0,Preprocessing
instance_15585,0,Preprocessing
instance_15586,0,Preprocessing
instance_15587,0,Preprocessing
instance_15588,0,Preprocessing
instance_15589,0,Preprocessing
instance_15590,0,Preprocessing
instance_15591,0,Preprocessing
instance_15592,0,Preprocessing
instance_15593,0,Preprocessing
instance_15594,0,Preprocessing
instance_15595,0,Preprocessing
instance_15596,0,Preprocessing
instance_15597,0,Preprocessing
instance_15598,0,Preprocessing
instance_15599,0,Preprocessing
instance_15600,0,Preprocessing
instance_15601,0,Preprocessing
instance_15602,0,Preprocessing
instance_15603,0,Preprocessing
instance_15604,7,Unknown
instance_15605,7,Unknown
instance_15606,7,Unknown
instance_15607,7,Unknown
instance_15608,7,Unknown
instance_15609,7,Unknown
instance_15610,7,Unknown
instance_15611,7,Unknown
instance_15612,7,Unknown
instance_15613,7,Unknown
instance_15614,7,Unknown
instance_15615,7,Unknown
instance_15616,7,Unknown
instance_15617,7,Unknown
instance_15618,7,Unknown
instance_15619,7,Unknown
instance_15620,7,Unknown
instance_15621,7,Unknown
instance_15622,7,Unknown
instance_15623,7,Unknown
instance_15624,7,Unknown
instance_15625,7,Unknown
instance_15626,7,Unknown
instance_15627,7,Unknown
instance_15628,7,Unknown
instance_15629,7,Unknown
instance_15630,7,Unknown
instance_15631,7,Unknown
instance_15632,0,Preprocessing
instance_15633,0,Preprocessing
instance_15634,0,Preprocessing
instance_15635,0,Preprocessing
instance_15636,0,Preprocessing
instance_15637,0,Preprocessing
instance_15638,0,Preprocessing
instance_15639,0,Preprocessing
instance_15640,0,Preprocessing
instance_15641,0,Preprocessing
instance_15642,0,Preprocessing
instance_15643,0,Preprocessing
instance_15644,0,Preprocessing
instance_15645,0,Preprocessing
instance_15646,0,Preprocessing
instance_15647,0,Preprocessing
instance_15648,0,Preprocessing
instance_15649,0,Preprocessing
instance_15650,0,Preprocessing
instance_15651,0,Preprocessing
instance_15652,0,Preprocessing
instance_15653,0,Preprocessing
instance_15654,0,Preprocessing
instance_15655,0,Preprocessing
instance_15656,0,Preprocessing
instance_15657,0,Preprocessing
instance_15658,0,Preprocessing
instance_15659,0,Preprocessing
instance_15660,0,Preprocessing
instance_15661,0,Preprocessing
instance_15662,0,Preprocessing
instance_15663,0,Preprocessing
instance_15664,0,Preprocessing
instance_15665,0,Preprocessing
instance_15666,0,Preprocessing
instance_15667,0,Preprocessing
instance_15668,0,Preprocessing
instance_15669,0,Preprocessing
instance_15670,0,Preprocessing
instance_15671,0,Preprocessing
instance_15672,0,Preprocessing
instance_15673,0,Preprocessing
instance_15674,0,Preprocessing
instance_15675,0,Preprocessing
instance_15676,0,Preprocessing
instance_15677,0,Preprocessing
instance_15678,0,Preprocessing
instance_15679,0,Preprocessing
instance_15680,0,Preprocessing
instance_15681,7,Unknown
instance_15682,7,Unknown
instance_15683,0,Preprocessing
instance_15684,0,Preprocessing
instance_15685,0,Preprocessing
instance_15686,0,Preprocessing
instance_15687,0,Preprocessing
instance_15688,0,Preprocessing
instance_15689,0,Preprocessing
instance_15690,0,Preprocessing
instance_15691,0,Preprocessing
instance_15692,0,Preprocessing
instance_15693,0,Preprocessing
instance_15694,0,Preprocessing
instance_15695,0,Preprocessing
instance_15696,0,Preprocessing
instance_15697,0,Preprocessing
instance_15698,0,Preprocessing
instance_15699,0,Preprocessing
instance_15700,0,Preprocessing
instance_15701,0,Preprocessing
instance_15702,0,Preprocessing
instance_15703,0,Preprocessing
instance_15704,0,Preprocessing
instance_15705,0,Preprocessing
instance_15706,0,Preprocessing
instance_15707,0,Preprocessing
instance_15708,0,Preprocessing
instance_15709,0,Preprocessing
instance_15710,0,Preprocessing
instance_15711,0,Preprocessing
instance_15712,0,Preprocessing
instance_15713,0,Preprocessing
instance_15714,0,Preprocessing
instance_15715,0,Preprocessing
instance_15716,0,Preprocessing
instance_15717,0,Preprocessing
instance_15718,0,Preprocessing
instance_15719,0,Preprocessing
instance_15720,0,Preprocessing
instance_15721,0,Preprocessing
instance_15722,0,Preprocessing
instance_15723,0,Preprocessing
instance_15724,0,Preprocessing
instance_15725,0,Preprocessing
instance_15726,0,Preprocessing
instance_15727,0,Preprocessing
instance_15728,0,Preprocessing
instance_15729,0,Preprocessing
instance_15730,0,Preprocessing
instance_15731,0,Preprocessing
instance_15732,0,Preprocessing
instance_15733,0,Preprocessing
instance_15734,0,Preprocessing
instance_15735,0,Preprocessing
instance_15736,0,Preprocessing
instance_15737,0,Preprocessing
instance_15738,0,Preprocessing
instance_15739,0,Preprocessing
instance_15740,0,Preprocessing
instance_15741,0,Preprocessing
instance_15742,0,Preprocessing
instance_15743,0,Preprocessing
instance_15744,0,Preprocessing
instance_15745,0,Preprocessing
instance_15746,0,Preprocessing
instance_15747,0,Preprocessing
instance_15748,0,Preprocessing
instance_15749,0,Preprocessing
instance_15750,0,Preprocessing
instance_15751,0,Preprocessing
instance_15752,0,Preprocessing
instance_15753,0,Preprocessing
instance_15754,0,Preprocessing
instance_15755,0,Preprocessing
instance_15756,0,Preprocessing
instance_15757,0,Preprocessing
instance_15758,0,Preprocessing
instance_15759,0,Preprocessing
instance_15760,0,Preprocessing
instance_15761,0,Preprocessing
instance_15762,0,Preprocessing
instance_15763,0,Preprocessing
instance_15764,0,Preprocessing
instance_15765,0,Preprocessing
instance_15766,0,Preprocessing
instance_15767,0,Preprocessing
instance_15768,0,Preprocessing
instance_15769,0,Preprocessing
instance_15770,0,Preprocessing
instance_15771,0,Preprocessing
instance_15772,0,Preprocessing
instance_15773,0,Preprocessing
instance_15774,0,Preprocessing
instance_15775,0,Preprocessing
instance_15776,0,Preprocessing
instance_15777,0,Preprocessing
instance_15778,0,Preprocessing
instance_15779,0,Preprocessing
instance_15780,0,Preprocessing
instance_15781,0,Preprocessing
instance_15782,0,Preprocessing
instance_15783,0,Preprocessing
instance_15784,11,Unknown
instance_15785,11,Unknown
instance_15788,7,Unknown
instance_15789,11,Unknown
instance_15790,7,Unknown
instance_15791,7,Unknown
instance_15795,7,Unknown
instance_15796,7,Unknown
instance_15797,11,Unknown
instance_15798,-1,Noise
instance_15799,7,Unknown
instance_15800,35,Unknown
instance_15804,8,Unknown
instance_15806,8,Unknown
instance_15808,7,Unknown
instance_15809,23,Unknown
instance_15810,7,Unknown
instance_15812,7,Unknown
instance_15813,7,Unknown
instance_15815,8,Unknown
instance_15816,8,Unknown
instance_15817,7,Unknown
instance_15818,18,Unknown
instance_15819,18,Unknown
instance_15820,18,Unknown
instance_15821,18,Unknown
instance_15822,18,Unknown
instance_15823,18,Unknown
instance_15824,18,Unknown
instance_15825,18,Unknown
instance_15826,18,Unknown
instance_15827,18,Unknown
instance_15828,18,Unknown
instance_15829,18,Unknown
instance_15830,18,Unknown
instance_15831,18,Unknown
instance_15832,18,Unknown
instance_15833,18,Unknown
instance_15834,18,Unknown
instance_15835,18,Unknown
instance_15836,18,Unknown
instance_15837,18,Unknown
instance_15838,18,Unknown
instance_15839,18,Unknown
instance_15841,18,Unknown
instance_15842,18,Unknown
instance_15843,18,Unknown
instance_15844,7,Unknown
instance_15845,10,Unknown
instance_15846,7,Unknown
instance_15847,5,Unknown
instance_15849,18,Unknown
instance_15850,18,Unknown
instance_15852,5,Unknown
instance_15853,18,Unknown
instance_15854,18,Unknown
instance_15855,18,Unknown
instance_15856,0,Preprocessing
instance_15857,0,Preprocessing
instance_15859,10,Unknown
instance_15861,6,Unknown
instance_15862,7,Unknown
instance_15863,7,Unknown
instance_15864,0,Preprocessing
instance_15865,0,Preprocessing
instance_15869,5,Unknown
instance_15870,8,Unknown
instance_15871,8,Unknown
instance_15872,8,Unknown
instance_15873,8,Unknown
instance_15874,8,Unknown
instance_15875,0,Preprocessing
instance_15876,0,Preprocessing
instance_15877,11,Unknown
instance_15878,0,Preprocessing
instance_15879,0,Preprocessing
instance_15880,0,Preprocessing
instance_15881,18,Unknown
instance_15882,18,Unknown
instance_15883,1,Training
instance_15884,18,Unknown
instance_15885,18,Unknown
instance_15886,5,Unknown
instance_15887,18,Unknown
instance_15888,7,Unknown
instance_15889,7,Unknown
instance_15890,0,Preprocessing
instance_15891,0,Preprocessing
instance_15892,18,Unknown
instance_15893,0,Preprocessing
instance_15894,5,Unknown
instance_15895,5,Unknown
instance_15896,5,Unknown
instance_15897,5,Unknown
instance_15898,18,Unknown
instance_15899,7,Unknown
instance_15900,5,Unknown
instance_15902,7,Unknown
instance_15903,5,Unknown
instance_15904,7,Unknown
instance_15905,7,Unknown
instance_15906,7,Unknown
instance_15907,7,Unknown
instance_15909,6,Unknown
instance_15912,24,Unknown
instance_15913,0,Preprocessing
instance_15914,0,Preprocessing
instance_15915,17,Unknown
instance_15916,18,Unknown
instance_15918,18,Unknown
instance_15919,34,Unknown
instance_15920,7,Unknown
instance_15921,32,Unknown
instance_15922,7,Unknown
instance_15923,7,Unknown
instance_15924,18,Unknown
instance_15926,7,Unknown
instance_15927,7,Unknown
instance_15928,7,Unknown
instance_15929,19,Unknown
instance_15931,7,Unknown
instance_15932,6,Unknown
instance_15933,-1,Noise
instance_15934,7,Unknown
instance_15936,7,Unknown
instance_15937,7,Unknown
instance_15938,8,Unknown
instance_15939,8,Unknown
instance_15940,18,Unknown
instance_15941,0,Preprocessing
instance_15942,8,Unknown
instance_15943,0,Preprocessing
instance_15944,1,Training
instance_15945,18,Unknown
instance_15946,7,Unknown
instance_15947,7,Unknown
instance_15949,7,Unknown
instance_15951,9,Unknown
instance_15953,9,Unknown
instance_15954,7,Unknown
instance_15955,7,Unknown
instance_15956,7,Unknown
instance_15958,18,Unknown
instance_15959,1,Training
instance_15960,1,Training
instance_15965,5,Unknown
instance_15966,1,Training
instance_15967,0,Preprocessing
instance_15968,0,Preprocessing
instance_15969,5,Unknown
instance_15971,0,Preprocessing
instance_15972,1,Training
instance_15973,5,Unknown
instance_15974,9,Unknown
instance_15975,0,Preprocessing
instance_15976,5,Unknown
instance_15978,5,Unknown
instance_15980,9,Unknown
instance_15981,12,Unknown
instance_15982,17,Unknown
instance_15984,0,Preprocessing
instance_15985,1,Training
instance_15989,1,Training
instance_15990,18,Unknown
instance_15991,1,Training
instance_15993,1,Training
instance_15994,0,Preprocessing
instance_15995,0,Preprocessing
instance_15998,20,Unknown
instance_15999,13,Unknown
instance_16003,8,Unknown
instance_16005,7,Unknown
instance_16008,0,Preprocessing
instance_16014,1,Training
instance_16015,1,Training
instance_16016,1,Training
instance_16017,1,Training
instance_16018,13,Unknown
instance_16019,1,Training
instance_16020,1,Training
instance_16021,4,Deployment
instance_16023,8,Unknown
instance_16025,1,Training
instance_16026,5,Unknown
instance_16027,0,Preprocessing
instance_16028,12,Unknown
instance_16030,18,Unknown
instance_16031,1,Training
instance_16032,1,Training
instance_16033,1,Training
instance_16034,5,Unknown
instance_16035,1,Training
instance_16036,5,Unknown
instance_16037,1,Training
instance_16039,1,Training
instance_16040,34,Unknown
instance_16041,7,Unknown
instance_16044,17,Unknown
instance_16046,17,Unknown
instance_16047,0,Preprocessing
instance_16050,0,Preprocessing
instance_16051,0,Preprocessing
instance_16053,5,Unknown
instance_16055,1,Training
instance_16057,8,Unknown
instance_16058,1,Training
instance_16062,12,Unknown
instance_16063,0,Preprocessing
instance_16064,8,Unknown
instance_16065,1,Training
instance_16066,1,Training
instance_16071,13,Unknown
instance_16072,4,Deployment
instance_16073,0,Preprocessing
instance_16074,1,Training
instance_16076,1,Training
instance_16080,7,Unknown
instance_16081,0,Preprocessing
instance_16083,10,Unknown
instance_16086,0,Preprocessing
instance_16088,13,Unknown
instance_16089,0,Preprocessing
instance_16091,13,Unknown
instance_16092,1,Training
instance_16093,11,Unknown
instance_16094,0,Preprocessing
instance_16095,1,Training
instance_16096,0,Preprocessing
instance_16097,0,Preprocessing
instance_16098,1,Training
instance_16100,0,Preprocessing
instance_16101,1,Training
instance_16102,1,Training
instance_16103,1,Training
instance_16104,0,Preprocessing
instance_16107,0,Preprocessing
instance_16108,8,Unknown
instance_16109,8,Unknown
instance_16110,35,Unknown
instance_16111,8,Unknown
instance_16112,8,Unknown
instance_16113,16,Unknown
instance_16114,7,Unknown
instance_16115,7,Unknown
instance_16117,4,Deployment
instance_16118,7,Unknown
instance_16119,0,Preprocessing
instance_16121,4,Deployment
instance_16122,-1,Noise
instance_16124,0,Preprocessing
instance_16126,8,Unknown
instance_16127,7,Unknown
instance_16128,6,Unknown
instance_16129,24,Unknown
instance_16130,7,Unknown
instance_16132,7,Unknown
instance_16133,35,Unknown
instance_16134,8,Unknown
instance_16135,8,Unknown
instance_16136,-1,Noise
instance_16140,6,Unknown
instance_16141,7,Unknown
instance_16142,7,Unknown
instance_16144,8,Unknown
instance_16147,1,Training
instance_16148,0,Preprocessing
instance_16150,1,Training
instance_16151,1,Training
instance_16152,1,Training
instance_16153,1,Training
instance_16154,0,Preprocessing
instance_16155,0,Preprocessing
instance_16156,-1,Noise
instance_16157,5,Unknown
instance_16158,5,Unknown
instance_16159,5,Unknown
instance_16160,9,Unknown
instance_16161,0,Preprocessing
instance_16162,3,Inference
instance_16163,18,Unknown
instance_16167,34,Unknown
instance_16168,12,Unknown
instance_16169,1,Training
instance_16170,1,Training
instance_16171,1,Training
instance_16172,1,Training
instance_16173,1,Training
instance_16174,1,Training
instance_16175,1,Training
instance_16176,1,Training
instance_16177,1,Training
instance_16178,1,Training
instance_16180,1,Training
instance_16181,1,Training
instance_16182,1,Training
instance_16183,1,Training
instance_16184,1,Training
instance_16185,1,Training
instance_16186,1,Training
instance_16187,1,Training
instance_16188,1,Training
instance_16189,1,Training
instance_16190,1,Training
instance_16191,1,Training
instance_16192,1,Training
instance_16193,1,Training
instance_16194,1,Training
instance_16195,0,Preprocessing
instance_16196,13,Unknown
instance_16197,0,Preprocessing
instance_16199,1,Training
instance_16200,17,Unknown
instance_16201,12,Unknown
instance_16202,1,Training
instance_16203,1,Training
instance_16204,0,Preprocessing
instance_16205,1,Training
instance_16206,1,Training
instance_16207,1,Training
instance_16208,1,Training
instance_16209,5,Unknown
instance_16210,0,Preprocessing
instance_16211,1,Training
instance_16212,1,Training
instance_16213,1,Training
instance_16214,1,Training
instance_16215,1,Training
instance_16217,1,Training
instance_16218,1,Training
instance_16219,1,Training
instance_16220,1,Training
instance_16221,1,Training
instance_16222,1,Training
instance_16223,8,Unknown
instance_16224,8,Unknown
instance_16225,8,Unknown
instance_16226,8,Unknown
instance_16227,8,Unknown
instance_16228,0,Preprocessing
instance_16229,8,Unknown
instance_16230,1,Training
instance_16231,0,Preprocessing
instance_16233,1,Training
instance_16234,1,Training
instance_16235,18,Unknown
instance_16236,1,Training
instance_16238,8,Unknown
instance_16240,1,Training
instance_16241,1,Training
instance_16242,1,Training
instance_16244,0,Preprocessing
instance_16245,8,Unknown
instance_16247,1,Training
instance_16248,8,Unknown
instance_16250,1,Training
instance_16251,1,Training
instance_16252,1,Training
instance_16253,8,Unknown
instance_16254,1,Training
instance_16255,1,Training
instance_16256,1,Training
instance_16257,7,Unknown
instance_16258,7,Unknown
instance_16259,7,Unknown
instance_16260,0,Preprocessing
instance_16261,0,Preprocessing
instance_16262,0,Preprocessing
instance_16263,0,Preprocessing
instance_16264,0,Preprocessing
instance_16265,0,Preprocessing
instance_16266,0,Preprocessing
instance_16267,0,Preprocessing
instance_16268,0,Preprocessing
instance_16269,0,Preprocessing
instance_16270,0,Preprocessing
instance_16271,0,Preprocessing
instance_16272,0,Preprocessing
instance_16273,0,Preprocessing
instance_16274,0,Preprocessing
instance_16275,0,Preprocessing
instance_16276,0,Preprocessing
instance_16277,0,Preprocessing
instance_16278,0,Preprocessing
instance_16279,0,Preprocessing
instance_16280,0,Preprocessing
instance_16281,0,Preprocessing
instance_16282,0,Preprocessing
instance_16283,7,Unknown
instance_16284,0,Preprocessing
instance_16285,7,Unknown
instance_16286,7,Unknown
instance_16287,0,Preprocessing
instance_16288,0,Preprocessing
instance_16289,0,Preprocessing
instance_16290,0,Preprocessing
instance_16291,0,Preprocessing
instance_16292,0,Preprocessing
instance_16293,1,Training
instance_16294,1,Training
instance_16295,1,Training
instance_16296,1,Training
instance_16297,1,Training
instance_16298,1,Training
instance_16299,1,Training
instance_16300,1,Training
instance_16301,1,Training
instance_16302,1,Training
instance_16303,3,Inference
instance_16304,1,Training
instance_16305,9,Unknown
instance_16306,8,Unknown
instance_16308,1,Training
instance_16309,0,Preprocessing
instance_16310,1,Training
instance_16311,1,Training
instance_16313,1,Training
instance_16315,0,Preprocessing
instance_16316,0,Preprocessing
instance_16317,7,Unknown
instance_16318,1,Training
instance_16319,1,Training
instance_16320,1,Training
instance_16321,1,Training
instance_16323,1,Training
instance_16324,1,Training
instance_16325,1,Training
instance_16326,1,Training
instance_16327,1,Training
instance_16328,1,Training
instance_16329,1,Training
instance_16335,10,Unknown
instance_16336,10,Unknown
instance_16342,8,Unknown
instance_16344,8,Unknown
instance_16345,1,Training
instance_16346,1,Training
instance_16347,9,Unknown
instance_16349,1,Training
instance_16350,0,Preprocessing
instance_16351,0,Preprocessing
instance_16352,1,Training
instance_16353,8,Unknown
instance_16354,1,Training
instance_16356,0,Preprocessing
instance_16358,0,Preprocessing
instance_16359,1,Training
instance_16360,9,Unknown
instance_16361,0,Preprocessing
instance_16363,1,Training
instance_16364,0,Preprocessing
instance_16365,0,Preprocessing
instance_16366,8,Unknown
instance_16368,1,Training
instance_16369,18,Unknown
instance_16370,7,Unknown
instance_16371,1,Training
instance_16372,1,Training
instance_16373,0,Preprocessing
instance_16375,7,Unknown
instance_16376,7,Unknown
instance_16377,9,Unknown
instance_16378,1,Training
instance_16380,0,Preprocessing
instance_16381,0,Preprocessing
instance_16382,1,Training
instance_16383,0,Preprocessing
instance_16384,18,Unknown
instance_16387,8,Unknown
instance_16388,7,Unknown
instance_16389,7,Unknown
instance_16390,7,Unknown
instance_16391,7,Unknown
instance_16392,12,Unknown
instance_16393,7,Unknown
instance_16394,7,Unknown
instance_16395,12,Unknown
instance_16396,12,Unknown
instance_16397,12,Unknown
instance_16398,12,Unknown
instance_16399,12,Unknown
instance_16400,12,Unknown
instance_16401,12,Unknown
instance_16402,12,Unknown
instance_16403,12,Unknown
instance_16404,7,Unknown
instance_16405,7,Unknown
instance_16406,7,Unknown
instance_16407,12,Unknown
instance_16409,0,Preprocessing
instance_16410,1,Training
instance_16413,32,Unknown
instance_16414,23,Unknown
instance_16416,23,Unknown
instance_16417,7,Unknown
instance_16418,7,Unknown
instance_16419,7,Unknown
instance_16420,7,Unknown
instance_16421,7,Unknown
instance_16422,1,Training
instance_16423,0,Preprocessing
instance_16424,1,Training
instance_16425,0,Preprocessing
instance_16426,0,Preprocessing
instance_16427,0,Preprocessing
instance_16428,0,Preprocessing
instance_16429,0,Preprocessing
instance_16434,0,Preprocessing
instance_16435,0,Preprocessing
instance_16436,0,Preprocessing
instance_16437,0,Preprocessing
instance_16438,0,Preprocessing
instance_16439,0,Preprocessing
instance_16440,0,Preprocessing
instance_16441,0,Preprocessing
instance_16442,0,Preprocessing
instance_16443,0,Preprocessing
instance_16444,0,Preprocessing
instance_16445,0,Preprocessing
instance_16446,7,Unknown
instance_16447,0,Preprocessing
instance_16448,0,Preprocessing
instance_16449,0,Preprocessing
instance_16450,0,Preprocessing
instance_16451,0,Preprocessing
instance_16452,0,Preprocessing
instance_16453,0,Preprocessing
instance_16454,0,Preprocessing
instance_16455,0,Preprocessing
instance_16456,0,Preprocessing
instance_16457,0,Preprocessing
instance_16458,0,Preprocessing
instance_16459,0,Preprocessing
instance_16460,0,Preprocessing
instance_16461,0,Preprocessing
instance_16462,0,Preprocessing
instance_16463,0,Preprocessing
instance_16464,0,Preprocessing
instance_16465,0,Preprocessing
instance_16466,0,Preprocessing
instance_16467,0,Preprocessing
instance_16468,0,Preprocessing
instance_16473,3,Inference
instance_16474,3,Inference
instance_16475,3,Inference
instance_16476,3,Inference
instance_16477,3,Inference
instance_16478,3,Inference
instance_16479,3,Inference
instance_16480,3,Inference
instance_16481,3,Inference
instance_16482,3,Inference
instance_16483,3,Inference
instance_16484,1,Training
instance_16485,3,Inference
instance_16486,3,Inference
instance_16487,3,Inference
instance_16488,3,Inference
instance_16489,3,Inference
instance_16490,3,Inference
instance_16491,3,Inference
instance_16492,3,Inference
instance_16493,3,Inference
instance_16494,3,Inference
instance_16495,3,Inference
instance_16496,3,Inference
instance_16497,3,Inference
instance_16498,18,Unknown
instance_16499,0,Preprocessing
instance_16500,0,Preprocessing
instance_16501,0,Preprocessing
instance_16502,0,Preprocessing
instance_16503,0,Preprocessing
instance_16504,0,Preprocessing
instance_16505,0,Preprocessing
instance_16506,7,Unknown
instance_16507,7,Unknown
instance_16508,0,Preprocessing
instance_16509,0,Preprocessing
instance_16510,0,Preprocessing
instance_16511,0,Preprocessing
instance_16512,0,Preprocessing
instance_16513,0,Preprocessing
instance_16514,0,Preprocessing
instance_16515,0,Preprocessing
instance_16516,0,Preprocessing
instance_16517,0,Preprocessing
instance_16518,0,Preprocessing
instance_16519,0,Preprocessing
instance_16520,0,Preprocessing
instance_16526,0,Preprocessing
instance_16528,7,Unknown
instance_16529,7,Unknown
instance_16530,7,Unknown
instance_16531,7,Unknown
instance_16533,8,Unknown
instance_16534,1,Training
instance_16535,7,Unknown
instance_16536,1,Training
instance_16537,1,Training
instance_16539,1,Training
instance_16540,0,Preprocessing
instance_16541,0,Preprocessing
instance_16542,0,Preprocessing
instance_16543,1,Training
instance_16544,1,Training
instance_16545,0,Preprocessing
instance_16546,1,Training
instance_16547,1,Training
instance_16548,0,Preprocessing
instance_16551,0,Preprocessing
instance_16552,12,Unknown
instance_16553,0,Preprocessing
instance_16554,1,Training
instance_16555,23,Unknown
instance_16556,7,Unknown
instance_16557,7,Unknown
instance_16558,7,Unknown
instance_16560,4,Deployment
instance_16561,0,Preprocessing
instance_16563,0,Preprocessing
instance_16564,0,Preprocessing
instance_16565,0,Preprocessing
instance_16566,0,Preprocessing
instance_16567,0,Preprocessing
instance_16568,0,Preprocessing
instance_16570,7,Unknown
instance_16572,1,Training
instance_16574,1,Training
instance_16575,0,Preprocessing
instance_16576,0,Preprocessing
instance_16577,1,Training
instance_16579,0,Preprocessing
instance_16580,8,Unknown
instance_16581,8,Unknown
instance_16582,12,Unknown
instance_16583,8,Unknown
instance_16586,7,Unknown
instance_16587,7,Unknown
instance_16588,7,Unknown
instance_16589,7,Unknown
instance_16590,23,Unknown
instance_16592,7,Unknown
instance_16593,7,Unknown
instance_16594,1,Training
instance_16595,18,Unknown
instance_16597,0,Preprocessing
instance_16599,12,Unknown
instance_16600,1,Training
instance_16602,1,Training
instance_16603,0,Preprocessing
instance_16608,1,Training
instance_16609,1,Training
instance_16610,12,Unknown
instance_16612,0,Preprocessing
instance_16613,22,Unknown
instance_16614,22,Unknown
instance_16615,22,Unknown
instance_16616,22,Unknown
instance_16617,22,Unknown
instance_16618,22,Unknown
instance_16619,22,Unknown
instance_16620,22,Unknown
instance_16621,22,Unknown
instance_16622,22,Unknown
instance_16623,22,Unknown
instance_16624,22,Unknown
instance_16625,22,Unknown
instance_16626,22,Unknown
instance_16627,22,Unknown
instance_16628,22,Unknown
instance_16629,1,Training
instance_16630,1,Training
instance_16631,1,Training
instance_16632,1,Training
instance_16633,1,Training
instance_16634,1,Training
