instance_sn,predicted_workload_type
instance_16112,Unknown
instance_16113,Unknown
instance_16114,Unknown
instance_16115,Unknown
instance_16117,Deployment
instance_16118,Unknown
instance_16119,Preprocessing
instance_16121,Deployment
instance_16122,Noise
instance_16124,Preprocessing
instance_16126,Unknown
instance_16127,Unknown
instance_16128,Unknown
instance_16129,Unknown
instance_16130,Unknown
instance_16132,Unknown
instance_16133,Unknown
instance_16134,Unknown
instance_16135,Unknown
instance_16136,Noise
instance_16140,Unknown
instance_16141,Unknown
instance_16142,Unknown
instance_16144,Unknown
instance_16147,Training
instance_16148,Preprocessing
instance_16150,Training
instance_16151,Training
instance_16152,Training
instance_16153,Training
instance_16154,Preprocessing
instance_16155,Preprocessing
instance_16156,Noise
instance_16157,Unknown
instance_16158,Unknown
instance_16159,Unknown
instance_16160,Unknown
instance_16161,Preprocessing
instance_16162,Inference
instance_16163,Unknown
instance_16167,Unknown
instance_16168,Unknown
instance_16169,Training
instance_16170,Training
instance_16171,Training
instance_16172,Training
instance_16173,Training
instance_16174,Training
instance_16175,Training
instance_16176,Training
instance_16177,Training
instance_16178,Training
instance_16180,Training
instance_16181,Training
instance_16182,Training
instance_16183,Training
instance_16184,Training
instance_16185,Training
instance_16186,Training
instance_16187,Training
instance_16188,Training
instance_16189,Training
instance_16190,Training
instance_16191,Training
instance_16192,Training
instance_16193,Training
instance_16194,Training
instance_16195,Preprocessing
instance_16196,Unknown
instance_16197,Preprocessing
instance_16199,Training
instance_16200,Unknown
instance_16201,Unknown
instance_16202,Training
instance_16203,Training
instance_16204,Preprocessing
instance_16205,Training
instance_16206,Training
instance_16207,Training
instance_16208,Training
instance_16209,Unknown
instance_16210,Preprocessing
instance_16211,Training
instance_16212,Training
instance_16213,Training
instance_16214,Training
instance_16215,Training
instance_16217,Training
instance_16218,Training
instance_16219,Training
instance_16220,Training
instance_16221,Training
instance_16222,Training
instance_16223,Unknown
instance_16224,Unknown
instance_16225,Unknown
instance_16226,Unknown
instance_16227,Unknown
instance_16228,Preprocessing
instance_16229,Unknown
instance_16230,Training
instance_16231,Preprocessing
instance_16233,Training
instance_16234,Training
instance_16235,Unknown
instance_16236,Training
instance_16238,Unknown
instance_16240,Training
instance_16241,Training
instance_16242,Training
instance_16244,Preprocessing
instance_16245,Unknown
instance_16247,Training
instance_16248,Unknown
instance_16250,Training
instance_16251,Training
instance_16252,Training
instance_16253,Unknown
instance_16254,Training
instance_16255,Training
instance_16256,Training
instance_16257,Unknown
instance_16258,Unknown
instance_16259,Unknown
instance_16260,Preprocessing
instance_16261,Preprocessing
instance_16262,Preprocessing
instance_16263,Preprocessing
instance_16264,Preprocessing
instance_16265,Preprocessing
instance_16266,Preprocessing
instance_16267,Preprocessing
instance_16268,Preprocessing
instance_16269,Preprocessing
instance_16270,Preprocessing
instance_16271,Preprocessing
instance_16272,Preprocessing
instance_16273,Preprocessing
instance_16274,Preprocessing
instance_16275,Preprocessing
instance_16276,Preprocessing
instance_16277,Preprocessing
instance_16278,Preprocessing
instance_16279,Preprocessing
instance_16280,Preprocessing
instance_16281,Preprocessing
instance_16282,Preprocessing
instance_16283,Unknown
instance_16284,Preprocessing
instance_16285,Unknown
instance_16286,Unknown
instance_16287,Preprocessing
instance_16288,Preprocessing
instance_16289,Preprocessing
instance_16290,Preprocessing
instance_16291,Preprocessing
instance_16292,Preprocessing
instance_16293,Training
instance_16294,Training
instance_16295,Training
instance_16296,Training
instance_16297,Training
instance_16298,Training
instance_16299,Training
instance_16300,Training
instance_16301,Training
instance_16302,Training
instance_16303,Inference
instance_16304,Training
instance_16305,Unknown
instance_16306,Unknown
instance_16308,Training
instance_16309,Preprocessing
instance_16310,Training
instance_16311,Training
instance_16313,Training
instance_16315,Preprocessing
instance_16316,Preprocessing
instance_16317,Unknown
instance_16318,Training
instance_16319,Training
instance_16320,Training
instance_16321,Training
instance_16323,Training
instance_16324,Training
instance_16325,Training
instance_16326,Training
instance_16327,Training
instance_16328,Training
instance_16329,Training
instance_16335,Unknown
instance_16336,Unknown
instance_16342,Unknown
instance_16344,Unknown
instance_16345,Training
instance_16346,Training
instance_16347,Unknown
instance_16349,Training
instance_16350,Preprocessing
instance_16351,Preprocessing
instance_16352,Training
instance_16353,Unknown
instance_16354,Training
instance_16356,Preprocessing
instance_16358,Preprocessing
instance_16359,Training
instance_16360,Unknown
instance_16361,Preprocessing
instance_16363,Training
instance_16364,Preprocessing
instance_16365,Preprocessing
instance_16366,Unknown
instance_16368,Training
instance_16369,Unknown
instance_16370,Unknown
instance_16371,Training
instance_16372,Training
instance_16373,Preprocessing
instance_16375,Unknown
instance_16376,Unknown
instance_16377,Unknown
instance_16378,Training
instance_16380,Preprocessing
instance_16381,Preprocessing
instance_16382,Training
instance_16383,Preprocessing
instance_16384,Unknown
instance_16387,Unknown
instance_16388,Unknown
instance_16389,Unknown
instance_16390,Unknown
instance_16391,Unknown
instance_16392,Unknown
instance_16393,Unknown
instance_16394,Unknown
instance_16395,Unknown
instance_16396,Unknown
instance_16397,Unknown
instance_16398,Unknown
instance_16399,Unknown
instance_16400,Unknown
instance_16401,Unknown
instance_16402,Unknown
instance_16403,Unknown
instance_16404,Unknown
instance_16405,Unknown
instance_16406,Unknown
instance_16407,Unknown
instance_16409,Preprocessing
instance_16410,Training
instance_16413,Unknown
instance_16414,Unknown
instance_16416,Unknown
instance_16417,Unknown
instance_16418,Unknown
instance_16419,Unknown
instance_16420,Unknown
instance_16421,Unknown
instance_16422,Training
instance_16423,Preprocessing
instance_16424,Training
instance_16425,Preprocessing
instance_16426,Preprocessing
instance_16427,Preprocessing
instance_16428,Preprocessing
instance_16429,Preprocessing
instance_16434,Preprocessing
instance_16435,Preprocessing
instance_16436,Preprocessing
instance_16437,Preprocessing
instance_16438,Preprocessing
instance_16439,Preprocessing
instance_16440,Preprocessing
instance_16441,Preprocessing
instance_16442,Preprocessing
instance_16443,Preprocessing
instance_16444,Preprocessing
instance_16445,Preprocessing
instance_16446,Unknown
instance_16447,Preprocessing
instance_16448,Preprocessing
instance_16449,Preprocessing
instance_16450,Preprocessing
instance_16451,Preprocessing
instance_16452,Preprocessing
instance_16453,Preprocessing
instance_16454,Preprocessing
instance_16455,Preprocessing
instance_16456,Preprocessing
instance_16457,Preprocessing
instance_16458,Preprocessing
instance_16459,Preprocessing
instance_16460,Preprocessing
instance_16461,Preprocessing
instance_16462,Preprocessing
instance_16463,Preprocessing
instance_16464,Preprocessing
instance_16465,Preprocessing
instance_16466,Preprocessing
instance_16467,Preprocessing
instance_16468,Preprocessing
instance_16473,Inference
instance_16474,Inference
instance_16475,Inference
instance_16476,Inference
instance_16477,Inference
instance_16478,Inference
instance_16479,Inference
instance_16480,Inference
instance_16481,Inference
instance_16482,Inference
instance_16483,Inference
instance_16484,Training
instance_16485,Inference
instance_16486,Inference
instance_16487,Inference
instance_16488,Inference
instance_16489,Inference
instance_16490,Inference
instance_16491,Inference
instance_16492,Inference
instance_16493,Inference
instance_16494,Inference
instance_16495,Inference
instance_16496,Inference
instance_16497,Inference
instance_16498,Unknown
instance_16499,Preprocessing
instance_16500,Preprocessing
instance_16501,Preprocessing
instance_16502,Preprocessing
instance_16503,Preprocessing
instance_16504,Preprocessing
instance_16505,Preprocessing
instance_16506,Unknown
instance_16507,Unknown
instance_16508,Preprocessing
instance_16509,Preprocessing
instance_16510,Preprocessing
instance_16511,Preprocessing
instance_16512,Preprocessing
instance_16513,Preprocessing
instance_16514,Preprocessing
instance_16515,Preprocessing
instance_16516,Preprocessing
instance_16517,Preprocessing
instance_16518,Preprocessing
instance_16519,Preprocessing
instance_16520,Preprocessing
instance_16526,Preprocessing
instance_16528,Unknown
instance_16529,Unknown
instance_16530,Unknown
instance_16531,Unknown
instance_16533,Unknown
instance_16534,Training
instance_16535,Unknown
instance_16536,Training
instance_16537,Training
instance_16539,Training
instance_16540,Preprocessing
instance_16541,Preprocessing
instance_16542,Preprocessing
instance_16543,Training
instance_16544,Training
instance_16545,Preprocessing
instance_16546,Training
instance_16547,Training
instance_16548,Preprocessing
instance_16551,Preprocessing
instance_16552,Unknown
instance_16553,Preprocessing
instance_16554,Training
instance_16555,Unknown
instance_16556,Unknown
instance_16557,Unknown
instance_16558,Unknown
instance_16560,Deployment
instance_16561,Preprocessing
instance_16563,Preprocessing
instance_16564,Preprocessing
instance_16565,Preprocessing
instance_16566,Preprocessing
instance_16567,Preprocessing
instance_16568,Preprocessing
instance_16570,Unknown
instance_16572,Training
instance_16574,Training
instance_16575,Preprocessing
instance_16576,Preprocessing
instance_16577,Training
instance_16579,Preprocessing
instance_16580,Unknown
instance_16581,Unknown
instance_16582,Unknown
instance_16583,Unknown
instance_16586,Unknown
instance_16587,Unknown
instance_16588,Unknown
instance_16589,Unknown
instance_16590,Unknown
instance_16592,Unknown
instance_16593,Unknown
instance_16594,Training
instance_16595,Unknown
instance_16597,Preprocessing
instance_16599,Unknown
instance_16600,Training
instance_16602,Training
instance_16603,Preprocessing
instance_16608,Training
instance_16609,Training
instance_16610,Unknown
instance_16612,Preprocessing
instance_16613,Unknown
instance_16614,Unknown
instance_16615,Unknown
instance_16616,Unknown
instance_16617,Unknown
instance_16618,Unknown
instance_16619,Unknown
instance_16620,Unknown
instance_16621,Unknown
instance_16622,Unknown
instance_16623,Unknown
instance_16624,Unknown
instance_16625,Unknown
instance_16626,Unknown
instance_16627,Unknown
instance_16628,Unknown
instance_16629,Training
instance_16630,Training
instance_16631,Training
instance_16632,Training
instance_16633,Training
instance_16634,Training
instance_16635,Training
instance_16636,Training
instance_16637,Training
instance_16638,Training
instance_16639,Training
instance_16640,Training
instance_16642,Preprocessing
instance_16643,Preprocessing
instance_16645,Unknown
instance_16647,Unknown
instance_16648,Preprocessing
instance_16650,Training
instance_16651,Training
instance_16653,Training
instance_16655,Preprocessing
instance_16657,Preprocessing
instance_16658,Preprocessing
instance_16661,Preprocessing
instance_16664,Unknown
instance_16667,Noise
instance_16668,Inference
instance_16669,Inference
instance_16670,Inference
instance_16671,Inference
instance_16672,Inference
instance_16673,Inference
instance_16674,Inference
instance_16675,Inference
instance_16676,Inference
instance_16677,Unknown
instance_16678,Inference
instance_16679,Unknown
instance_16681,Inference
instance_16682,Inference
instance_16683,Inference
instance_16684,Inference
instance_16685,Inference
instance_16686,Inference
instance_16687,Inference
instance_16688,Inference
instance_16689,Inference
instance_16690,Inference
instance_16691,Inference
instance_16692,Inference
instance_16693,Inference
instance_16694,Inference
instance_16695,Inference
instance_16696,Unknown
instance_16697,Unknown
instance_16698,Unknown
instance_16699,Unknown
instance_16700,Unknown
instance_16701,Training
instance_16702,Unknown
instance_16703,Unknown
